352,62,85,38
353,11,100,22
354,100,61,79
355,20,80,93
356,2,26,89
357,78,88,24
358,16,38,79
359,88,23,2
360,22,36,0
361,45,64,28
362,24,67,39
363,24,33,16
364,99,51,68
365,85,4,61
366,95,80,25
367,28,57,98
368,42,36,79
369,19,14,82
370,23,86,36
371,46,39,46
372,53,44,30
373,1,4,100
374,2,27,94
375,50,93,68
376,42,73,59
377,40,70,22
378,59,2,77
379,38,91,67
380,49,93,86
381,15,9,43
382,40,68,49
383,0,78,2
384,1,2,35
385,14,48,53
386,6,63,97
387,6,30,65
388,29,84,91
389,18,6,65
390,16,18,61
391,30,33,52
392,17,42,2
393,17,64,34
394,40,93,72
395,25,35,98
396,76,21,86
397,53,91,14
398,71,95,93
399,40,72,14
400,52,36,95
401,47,53,19
402,84,4,2
403,35,78,49
404,50,31,62
405,86,20,13
406,84,67,28
407,47,2,27
408,79,82,31
409,38,31,4
410,17,2,26
411,64,49,72
412,32,79,32
413,18,64,59
414,30,94,57
415,64,65,57
416,49,62,51
417,49,86,92
418,6,8,32
419,68,28,79
420,32,82,63
421,21,60,22
422,81,31,58
423,13,24,87
424,73,76,25
425,94,76,70
426,43,81,3
427,26,99,33
428,14,89,83
429,61,15,63
430,0,6,36
431,44,55,22
432,58,71,5
433,86,83,36
434,51,67,78
435,20,61,92
436,20,17,65
437,45,86,51
438,75,85,31
439,94,19,56
440,22,73,73
441,34,55,37
442,60,30,63
443,65,96,99
444,69,71,96
445,90,10,21
446,73,28,80
447,56,59,85
448,76,15,5
449,34,99,77
450,54,21,32
451,63,85,23
452,72,84,90
453,95,76,64
454,49,68,73
455,68,35,54
456,35,2,91
457,0,48,30
458,45,36,93
459,20,3,73
460,83,1,54
461,18,91,72
462,91,62,94
463,88,44,99
464,1,0,24
465,36,26,52
466,33,86,47
467,79,63,82
468,66,41,35
469,16,61,83
470,4,29,8
471,1,47,34
472,22,57,100
473,29,62,83
474,80,12,36
475,50,32,93
476,33,67,64
477,41,94,85
478,29,1,63
479,13,93,20
480,57,65,66
481,5,38,25
482,64,5,87
483,92,34,62
484,2,30,64
485,4,28,100
486,2,39,57
487,76,14,56
488,21,15,76
489,49,62,77
490,87,49,3
491,44,62,4
492,12,50,27
493,92,95,89
494,74,22,21
495,62,33,69
496,50,25,84
497,20,66,24
498,86,9,56
499,87,12,66
500,51,82,74
501,80,98,54
502,90,66,32
503,16,23,65
504,42,83,24
505,68,78,13
506,11,71,36
507,89,93,75
508,88,0,22
509,8,81,76
510,66,63,57
511,0,39,97
512,98,99,93
513,24,28,78
514,63,57,94
515,31,43,20
516,92,36,100
517,93,7,16
518,13,73,70
519,37,57,5
520,5,10,43
521,66,11,93
522,68,12,60
523,28,61,41
524,8,75,8
525,3,66,23
526,21,63,89
527,41,6,62
528,72,67,30
529,67,39,34
530,95,29,46
531,76,53,4
532,96,61,73
533,50,83,23
534,82,81,79
535,55,47,87
536,84,33,66
537,45,12,100
538,85,64,85
539,2,29,90
540,30,50,28
541,86,47,87
542,25,18,15
543,12,11,34
544,71,45,46
545,66,34,37
546,2,86,38
547,43,62,93
548,56,94,29
549,100,86,38
550,10,62,15
551,56,74,74
552,1,43,30
553,72,11,4
554,35,39,1
555,6,5,55
556,45,89,96
557,50,95,20
558,3,39,18
559,85,43,70
560,8,66,55
561,0,1,37
562,59,66,82
563,56,34,44
564,76,57,5
565,97,89,21
566,88,1,80
567,49,98,52
568,76,84,50
569,56,83,37
570,67,18,26
571,62,72,24
572,82,73,66
573,65,42,3
574,100,87,39
575,58,0,100
576,93,99,86
577,35,37,10
578,93,77,45
579,88,17,48
580,22,95,68
581,41,28,76
582,100,34,16
583,3,69,62
584,38,25,53
585,81,37,64
586,6,11,58
587,91,45,22
588,33,64,31
589,60,27,35
590,27,17,30
591,40,73,2
592,71,88,14
593,40,13,55
594,81,12,42
595,63,16,76
596,65,90,61
597,4,78,24
598,69,15,90
599,98,40,37
600,75,27,42
601,82,84,63
602,36,55,28
603,24,55,69
604,35,94,56
605,78,0,46
606,99,63,53
607,46,67,14
608,33,29,82
609,71,35,37
610,97,9,23
611,15,33,91
612,52,28,40
613,54,37,15
614,37,90,85
615,34,10,46
616,15,97,40
617,41,25,80
618,25,63,9
619,48,62,9
620,93,48,85
621,47,3,67
622,30,52,3
623,30,28,97
624,26,55,66
625,84,20,49
626,11,10,98
627,2,64,52
628,51,3,47
629,42,63,8
630,46,62,41
631,13,78,32
632,62,55,38
633,42,28,59
634,65,95,78
635,17,19,77
636,100,52,20
637,70,35,56
638,5,31,50
639,38,44,97
640,85,71,73
641,11,5,51
642,16,34,39
643,20,46,61
644,82,14,26
645,7,36,90
646,23,30,42
647,92,76,24
648,58,98,70
649,100,11,28
650,42,25,81
651,15,43,22
652,66,6,88
653,22,95,54
654,0,5,58
655,34,33,37
656,9,19,92
657,39,23,58
658,82,30,3
659,32,13,49
660,57,0,51
661,4,58,73
662,48,98,90
663,3,99,82
664,76,20,42
665,78,82,98
666,14,46,62
667,31,70,70
668,40,60,52
669,26,40,57
670,32,46,29
671,53,39,57
672,83,67,84
673,55,11,62
674,31,15,47
675,87,47,88
676,91,69,2
677,60,22,23
678,44,82,8
679,1,56,46
680,1,15,59
681,100,56,67
682,56,55,10
683,63,20,51
684,18,47,46
685,86,91,56
686,58,50,87
687,37,32,77
688,48,77,58
689,81,74,95
690,90,75,17
691,69,76,38
692,10,2,88
693,95,81,65
694,58,6,35
695,67,76,30
696,99,8,42
697,49,44,73
698,43,35,10
699,77,82,2
700,99,49,97
701,91,42,70
702,23,20,11
703,31,43,77
704,51,32,20
705,77,33,73
706,86,75,0
707,12,52,17
708,26,62,65
709,32,93,52
710,18,35,79
711,32,58,19
712,21,89,42
713,57,26,4
714,87,3,32
715,52,62,13
716,13,4,84
717,48,100,24
718,38,19,14
719,11,24,55
720,55,45,7
721,63,20,33
722,17,92,7
723,71,85,90
724,77,62,96
725,70,84,1
726,90,73,31
727,11,76,62
728,24,54,99
729,68,15,14
730,35,32,28
731,63,48,27
732,38,22,94
733,24,49,84
734,38,55,50
735,5,74,74
736,24,38,24
737,6,58,56
738,4,63,38
739,57,66,36
740,72,40,69
741,15,11,41
742,15,86,62
743,5,62,74
744,32,4,40
745,17,63,58
746,55,30,34
747,88,70,2
748,56,99,18
749,14,89,19
750,77,17,33
751,5,46,44
752,80,81,27
753,44,60,77
754,62,22,73
755,73,74,99
756,57,67,70
757,34,92,7
758,95,38,71
759,74,99,16
760,23,98,76
761,75,78,19
762,65,66,56
763,59,49,88
764,18,31,69
765,64,41,2
766,99,70,54
767,84,85,82
768,75,82,22
769,76,50,60
770,84,29,25
771,1,2,97
772,39,91,26
773,77,18,52
774,9,91,38
775,88,100,78
776,88,45,71
777,22,60,48
778,95,22,52
779,57,65,3
780,20,19,98
781,21,26,97
782,58,97,36
783,62,85,59
784,51,76,37
785,68,5,14
786,99,72,52
787,76,41,50
788,59,31,85
789,27,56,82
790,63,39,40
791,18,72,24
792,76,83,7
793,15,31,92
794,93,2,45
795,29,55,36
796,25,92,51
797,77,11,68
798,38,17,8
799,60,18,20
800,7,28,11
801,71,9,66
802,95,70,20
803,34,33,85
804,76,95,42
805,42,33,60
806,6,39,70
807,69,27,96
808,91,60,15
809,92,96,44
810,8,53,19
811,51,72,17
812,46,89,87
813,71,39,19
814,60,63,52
815,75,32,89
816,68,88,26
817,71,32,48
818,95,71,23
819,79,16,56
820,15,5,94
821,99,92,47
822,38,78,37
823,28,57,82
824,1,36,86
825,89,0,82
826,0,77,18
827,36,13,72
828,77,94,23
829,97,74,65
830,54,95,13
831,76,66,86
832,44,63,43
833,34,14,91
834,72,16,40
835,24,80,23
836,23,37,14
837,6,26,48
838,35,30,43
839,84,46,26
840,53,79,13
841,13,76,8
842,75,2,38
843,65,6,72
844,86,18,29
845,17,82,29
846,1,20,51
847,49,52,34
848,45,58,89
849,68,15,78
850,80,67,4
851,43,62,57
852,10,78,58
853,60,10,24
854,75,94,10
855,33,23,20
856,10,6,95
857,37,13,9
858,82,63,13
859,56,8,59
860,67,21,28
861,39,19,45
862,87,39,45
863,92,62,42
864,16,83,50
865,77,70,38
866,22,40,80
867,48,35,66
868,44,57,18
869,9,35,20
870,79,56,87
871,85,51,14
872,44,83,9
873,41,71,68
874,71,15,63
875,41,40,99
876,81,61,100
877,69,26,61
878,81,86,3
879,35,35,22
880,98,94,89
881,1,96,59
882,93,62,23
883,19,81,38
884,92,12,28
885,61,39,69
886,28,86,66
887,12,100,49
888,56,76,30
889,63,7,2
890,22,58,96
891,81,32,94
892,40,15,58
893,86,20,54
894,95,42,65
895,98,9,15
896,16,10,29
897,43,12,95
898,62,66,71
899,73,44,95
900,55,83,95
901,42,33,95
902,87,92,10
903,9,34,63
904,50,21,99
905,51,75,89
906,67,91,41
907,92,38,74
908,60,17,18
909,16,13,58
910,37,100,25
911,23,41,62
912,32,12,2
913,1,78,58
914,24,94,50
915,67,64,61
916,9,36,73
917,99,24,67
918,1,85,24
919,20,36,44
920,24,56,56
921,53,72,13
922,93,36,39
923,13,100,58
924,70,28,56
925,55,72,29
926,86,28,89
927,27,0,48
928,25,45,28
929,87,57,0
930,34,56,95
931,98,65,31
932,6,44,74
933,29,64,76
934,100,50,32
935,45,60,72
936,77,92,34
937,48,28,91
938,29,68,94
939,16,42,7
940,46,71,66
941,70,86,58
942,25,53,19
943,34,13,95
944,13,24,40
945,91,60,51
946,40,51,68
947,42,20,10
948,64,28,5
949,80,98,31
950,8,61,16
951,35,11,68
952,57,9,40
953,13,65,97
954,84,48,95
955,15,51,81
956,99,92,16
957,35,55,51
958,38,70,18
959,60,18,5
960,47,96,97
961,16,83,80
962,75,92,73
963,43,68,0
964,74,6,19
965,55,87,100
966,61,85,87
967,73,61,26
968,86,92,44
969,14,78,3
970,87,72,97
971,69,71,69
972,18,19,17
973,42,76,62
974,37,40,55
975,28,85,86
976,45,77,42
977,1,18,26
978,35,9,1
979,96,50,84
980,94,76,71
981,90,83,67
982,92,51,78
983,31,42,23
984,81,52,43
985,45,23,8
986,64,43,10
987,22,76,58
988,65,85,27
989,57,52,1
990,46,23,57
991,23,99,52
992,27,72,82
993,48,87,48
994,25,98,63
995,79,53,100
996,2,77,39
997,72,9,29
998,20,10,10
999,32,3,93
